district_name,parish_name,village_name,group_name,group_enterprise,farmer_id,farmer_name,gender,age,category,handicapped,nationality,pdc_village_verification,pdc_enterprise_verification_individual,pdc_enterprise_verification,group_pdc_village_ok,group_has_non_ugandan,pdc_group_approved,conforms_to_rule,group_funded_by_pdm,fund_amount_received,total_amount_due,repayment_type,Q1_payment,Q2_payment,Q3_payment,Q4_payment,total_repaid,outstanding_balance,repayment_time_months,repayment_rate,disqualification_reason
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004450,Nabirye Namusoke,Female,48,Women,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004451,Rebecca Tumusiime,Female,49,Women,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004452,Ruth Muwanga,Female,58,Women,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004453,Mercy Byaruhanga,Female,35,Women,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004454,Robert Kibedi,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004455,Mark Tumusiime,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004456,Jane Muwanga,Female,21,Youth,No,Kenyan,No,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004457,Florence Tumusiime,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004458,Isaac Okello,Male,67,Elderly,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004459,Nabirye Kakande,Female,70,Elderly,No,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004460,Patrick Katende,Male,67,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_02,goat rearing,CAV-004461,Rebecca Ssembatya,Female,53,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004462,Lilian Kibedi,Female,58,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004463,Florence Muwanga,Female,23,Disabled,Yes,Kenyan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004464,Grace Ssembatya,Female,35,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004465,James Ssali,Male,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004466,Patrick Kato,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004467,William Namukasa,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004468,Aisha Ssembatya,Female,70,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004469,John Byaruhanga,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004470,Aisha Mugisha,Female,48,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004471,Jane Mugisha,Female,64,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004472,Christine Mugisha,Female,59,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_03,dairy cattle keeping,CAV-004473,Florence Ssali,Female,27,Women,No,South Sudanese,Yes,Yes,Yes,Yes,Yes,No,No,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004474,Sarah Nabukenya,Female,55,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004475,Rebecca Okello,Female,31,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004476,Ruth Muwanga,Female,26,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004477,Esther Kibedi,Female,41,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004478,Mark Kibedi,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004479,David Namukasa,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004480,Joy Otim,Female,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004481,Grace Okello,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004482,James Byaruhanga,Male,64,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004483,Aisha Kibedi,Female,68,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004484,Mark Ssali,Male,52,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_04,maize,CAV-004485,Jane Otim,Female,25,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004486,Diana Namukasa,Female,58,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004487,Mercy Ssembatya,Female,44,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004488,Rebecca Kato,Female,39,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004489,Jane Namukasa,Female,34,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004490,Mark Okello,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004491,Paul Ssembatya,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004492,Rebecca Ssali,Female,18,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004493,Diana Namukasa,Female,20,Youth,No,Rwandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004494,John Ssali,Male,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004495,Sarah Namusoke,Female,69,Elderly,No,Rwandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004496,William Okello,Male,51,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_05,maize,CAV-004497,Christine Nabukenya,Female,66,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004498,Lilian Kakande,Female,38,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004499,Grace Kato,Female,28,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004500,Aisha Muwanga,Female,41,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004501,Alice Namukasa,Female,26,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004502,William Tumusiime,Male,18,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004503,James Katende,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004504,Aisha Kakande,Female,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004505,Lilian Nabukenya,Female,18,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004506,Patrick Kibedi,Male,66,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004507,Mercy Mugisha,Female,62,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004508,Samuel Kakande,Male,25,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_06,dairy cattle keeping,CAV-004509,Christine Mugisha,Female,53,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004510,Joy Katende,Female,40,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004511,Alice Kato,Female,48,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004512,Christine Kakande,Female,41,Women,No,South Sudanese,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004513,Diana Nabukenya,Female,54,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004514,Peter Namusoke,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004515,Michael Muwanga,Male,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004516,Joy Katende,Female,18,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004517,Florence Kibedi,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004518,Samuel Kibedi,Male,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004519,Christine Tumusiime,Female,68,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004520,James Mugisha,Male,54,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_1,Group_19_1_07,coffee,CAV-004521,Sarah Kato,Female,25,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004522,Florence Katende,Female,32,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004523,Jane Kibedi,Female,55,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004524,Aisha Ssembatya,Female,57,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004525,Joy Nabukenya,Female,49,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004526,Mark Kato,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004527,Paul Namusoke,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004528,Mercy Katende,Female,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004529,Alice Ssembatya,Female,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004530,Mark Ssembatya,Male,66,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004531,Nabirye Kibedi,Female,61,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004532,Paul Tumusiime,Male,47,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_01,cassava farming,CAV-004533,Sarah Kakande,Female,22,Disabled,Yes,South Sudanese,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004534,Diana Kibedi,Female,48,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004535,Christine Nabukenya,Female,27,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004536,Grace Namusoke,Female,32,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004537,Christine Kato,Female,30,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004538,Patrick Kato,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004539,David Mugisha,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004540,Ruth Ssembatya,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004541,Alice Byaruhanga,Female,18,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004542,David Kakande,Male,67,Elderly,No,Ugandan,No,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004543,Rebecca Kakande,Female,64,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004544,Patrick Namukasa,Male,47,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_02,coffee,CAV-004545,Aisha Kibedi,Female,43,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004546,Lilian Namusoke,Female,43,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004547,Aisha Katende,Female,52,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004548,Esther Kato,Female,50,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004549,Ruth Katende,Female,45,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004550,Paul Katende,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004551,Samuel Tumusiime,Male,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004552,Ruth Byaruhanga,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004553,Nabirye Namukasa,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_19,Village_19_2,Group_19_2_03,coffee,CAV-004554,Patrick Tumusiime,Male,66,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
